symbol,time_str,std,direction,score,entry,dmi_1h,dmi_4h,dmi_1d,sw_1h,sw_4h,sw_1d,srsi_1h,srsi_4h,srsi_1d,adx_1h,adx_4h,adx_1d,macd_1h,macd_4h,macd_1d,bbp_1h,bbp_4h,bbp_1d,cci_1h,cci_4h,cci_1d,ema_1h,ema_4h,ema_1d,boll_1h,boll_4h,boll_1d,cci_dir_1h,cci_dir_4h,cci_dir_1d,win_4H,pct_4H,win_12H,pct_12H,win_24H,pct_24H
HMSTR-USDT,2026-05-16 04:00,摆动点,多,6,0.0002,空,空,多,多,空,多,73.9445,7.8091,1.4101,41.9239,33.1332,54.0992,-0.0000,-0.0000,0.0000,0.3715,0.0239,0.2757,-35.9090,-164.8733,-66.8251,空,空,多,N/A,多,多,空,多,空,0,-3.0856,0,-2.0151,0,-2.1411
HMSTR-USDT,2026-05-16 05:00,摆动点,多,6,0.0002,空,空,多,多,空,多,50.1509,7.8091,1.4101,41.7080,33.1332,54.0992,-0.0000,-0.0000,0.0000,0.3280,0.0239,0.2757,-58.3972,-164.8733,-66.8251,空,空,多,N/A,多,多,空,多,空,0,-3.2891,0,-1.3283,0,-1.6445
HMSTR-USDT,2026-05-16 06:00,DMI纯分,多,6,0.0002,空,空,多,多,空,多,17.1943,7.8091,1.4101,42.4335,33.1332,54.0992,-0.0000,-0.0000,0.0000,0.1718,0.0239,0.2757,-130.6337,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,-2.5575,0,-1.0230,0,-0.3197
HMSTR-USDT,2026-05-16 06:00,ADX加权,多,6,0.0002,空,空,多,多,空,多,17.1943,7.8091,1.4101,42.4335,33.1332,54.0992,-0.0000,-0.0000,0.0000,0.1718,0.0239,0.2757,-130.6337,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,-2.5575,0,-1.0230,0,-0.3197
HMSTR-USDT,2026-05-16 06:00,摆动点,多,7,0.0002,空,空,多,多,空,多,17.1943,7.8091,1.4101,42.4335,33.1332,54.0992,-0.0000,-0.0000,0.0000,0.1718,0.0239,0.2757,-130.6337,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,-2.5575,0,-1.0230,0,-0.3197
HMSTR-USDT,2026-05-16 07:00,DMI纯分,多,6,0.0002,空,空,多,多,空,多,6.1907,7.8091,1.4101,44.1169,33.1332,54.0992,-0.0000,-0.0000,0.0000,-0.1117,0.0239,0.2757,-286.0334,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,0.0000,1,0.7161,1,1.7578
HMSTR-USDT,2026-05-16 07:00,ADX加权,多,6,0.0002,空,空,多,多,空,多,6.1907,7.8091,1.4101,44.1169,33.1332,54.0992,-0.0000,-0.0000,0.0000,-0.1117,0.0239,0.2757,-286.0334,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,0.0000,1,0.7161,1,1.7578
HMSTR-USDT,2026-05-16 07:00,摆动点,多,7,0.0002,空,空,多,多,空,多,6.1907,7.8091,1.4101,44.1169,33.1332,54.0992,-0.0000,-0.0000,0.0000,-0.1117,0.0239,0.2757,-286.0334,-164.8733,-66.8251,空,空,多,多,多,多,多,多,空,0,0.0000,1,0.7161,1,1.7578
HMSTR-USDT,2026-05-16 08:00,DMI纯分,多,6,0.0002,空,空,多,多,空,多,5.4579,7.0192,1.4101,45.6782,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0983,0.0672,0.2757,-238.2020,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,0,-0.1949,1,0.3249,1,0.5848
HMSTR-USDT,2026-05-16 08:00,ADX加权,多,6,0.0002,空,空,多,多,空,多,5.4579,7.0192,1.4101,45.6782,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0983,0.0672,0.2757,-238.2020,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,0,-0.1949,1,0.3249,1,0.5848
HMSTR-USDT,2026-05-16 08:00,摆动点,多,7,0.0002,空,空,多,多,空,多,5.4579,7.0192,1.4101,45.6782,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0983,0.0672,0.2757,-238.2020,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,0,-0.1949,1,0.3249,1,0.5848
HMSTR-USDT,2026-05-16 09:00,DMI纯分,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,47.4624,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0966,0.0672,0.2757,-226.6448,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.3924,1,1.3080,1,1.2426
HMSTR-USDT,2026-05-16 09:00,ADX加权,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,47.4624,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0966,0.0672,0.2757,-226.6448,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.3924,1,1.3080,1,1.2426
HMSTR-USDT,2026-05-16 09:00,摆动点,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,47.4624,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0966,0.0672,0.2757,-226.6448,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.3924,1,1.3080,1,1.2426
HMSTR-USDT,2026-05-16 10:00,DMI纯分,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,49.1588,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0392,0.0672,0.2757,-189.4977,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.5906,1,1.0499,1,1.5748
HMSTR-USDT,2026-05-16 10:00,ADX加权,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,49.1588,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0392,0.0672,0.2757,-189.4977,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.5906,1,1.0499,1,1.5748
HMSTR-USDT,2026-05-16 10:00,摆动点,多,6,0.0002,空,空,多,空,空,多,1.3084,7.0192,1.4101,49.1588,34.5516,54.0992,-0.0000,-0.0000,0.0000,-0.0392,0.0672,0.2757,-189.4977,-169.4433,-66.8251,空,空,多,多,多,多,多,多,空,1,0.5906,1,1.0499,1,1.5748
HMSTR-USDT,2026-05-16 12:00,摆动点,多,6,0.0002,空,空,多,多,空,多,25.6549,14.2441,1.4101,50.6788,35.6929,54.0992,-0.0000,-0.0000,0.0000,0.1679,0.1358,0.2757,-100.0272,-131.1000,-66.8251,空,空,多,多,多,多,多,多,空,1,1.3021,0,-0.3255,1,0.0651
HMSTR-USDT,2026-05-16 13:00,摆动点,多,6,0.0002,空,空,多,多,空,多,29.9491,14.2441,1.4101,51.2826,35.6929,54.0992,-0.0000,-0.0000,0.0000,0.1926,0.1358,0.2757,-88.0755,-131.1000,-66.8251,空,空,多,多,多,多,空,多,空,1,1.6287,0,-0.4560,1,0.0651
HMSTR-USDT,2026-05-16 14:00,摆动点,多,6,0.0002,空,空,多,多,空,多,27.9815,14.2441,1.4101,51.8419,35.6929,54.0992,-0.0000,-0.0000,0.0000,0.2068,0.1358,0.2757,-79.4782,-131.1000,-66.8251,空,空,多,多,多,多,空,多,空,1,0.9785,1,0.0652,1,1.1089
HMSTR-USDT,2026-05-16 15:00,摆动点,多,6,0.0002,空,空,多,多,空,多,58.0509,14.2441,1.4101,51.6380,35.6929,54.0992,-0.0000,-0.0000,0.0000,0.3714,0.1358,0.2757,-46.5308,-131.1000,-66.8251,空,空,多,N/A,多,多,空,多,空,0,-0.1935,1,0.3226,0,-0.2581
HMSTR-USDT,2026-05-18 16:00,摆动点,多,6,0.0001,空,空,多,多,多,多,51.7260,48.1577,0.8471,42.1782,49.1959,46.9897,-0.0000,-0.0000,-0.0000,0.2488,0.2012,0.1490,-75.2267,-118.0673,-99.8416,空,空,空,多,多,多,空,多,空,1,0.8230,1,2.4691,1,1.7147
HMSTR-USDT,2026-05-18 17:00,摆动点,多,6,0.0001,空,空,多,多,多,多,63.6260,48.1577,0.8471,41.6255,49.1959,46.9897,-0.0000,-0.0000,-0.0000,0.3110,0.2012,0.1490,-69.7143,-118.0673,-99.8416,空,空,空,N/A,多,多,空,多,空,1,1.7760,1,1.8443,1,0.6148
HMSTR-USDT,2026-05-18 18:00,摆动点,多,6,0.0001,空,空,多,多,多,多,51.5027,48.1577,0.8471,41.5200,49.1959,46.9897,-0.0000,-0.0000,-0.0000,0.1188,0.2012,0.1490,-107.2076,-118.0673,-99.8416,空,空,空,多,多,多,多,多,空,1,2.6878,1,3.1013,1,1.5162
HMSTR-USDT,2026-05-18 19:00,摆动点,多,6,0.0001,空,空,多,多,多,多,85.8461,48.1577,0.8471,39.9640,49.1959,46.9897,-0.0000,-0.0000,-0.0000,0.6482,0.2012,0.1490,-6.7385,-118.0673,-99.8416,空,空,空,N/A,多,多,空,多,空,0,0.0000,1,1.3486,0,-1.0789
HMSTR-USDT,2026-05-18 20:00,摆动点,多,6,0.0001,空,空,多,多,多,多,79.0201,56.6490,0.8471,38.5193,49.5320,46.9897,-0.0000,-0.0000,-0.0000,0.4467,0.2295,0.1490,-1.4798,-83.8580,-99.8416,空,空,空,N/A,多,多,空,空,空,1,1.4966,1,1.7007,1,0.5442
HMSTR-USDT,2026-05-18 21:00,摆动点,多,6,0.0001,空,空,多,多,多,多,96.9531,56.6490,0.8471,36.4507,49.5320,46.9897,-0.0000,-0.0000,-0.0000,0.7815,0.2295,0.1490,61.5993,-83.8580,-99.8416,空,空,空,空,多,多,多,空,空,0,-0.8725,0,0.0000,0,-0.4698
HMSTR-USDT,2026-05-18 22:00,摆动点,多,6,0.0001,空,空,多,多,多,多,96.9531,56.6490,0.8471,34.2775,49.5320,46.9897,-0.0000,-0.0000,-0.0000,0.7922,0.2295,0.1490,102.5716,-83.8580,-99.8416,空,空,空,空,多,多,空,空,空,0,-0.6040,0,-0.8725,0,-1.5436
HMSTR-USDT,2026-05-18 23:00,摆动点,多,6,0.0001,空,空,多,多,多,多,93.5170,56.6490,0.8471,32.6438,49.5320,46.9897,-0.0000,-0.0000,-0.0000,0.6855,0.2295,0.1490,76.9866,-83.8580,-99.8416,空,空,空,N/A,多,多,多,空,空,0,-0.4046,0,-0.9440,0,-0.5394
HMSTR-USDT,2026-05-19 00:00,摆动点,多,6,0.0001,空,空,多,多,多,多,98.3793,60.5525,0.8471,30.9222,49.8442,46.9897,-0.0000,-0.0000,-0.0000,0.8744,0.2219,0.1490,115.6550,-75.6117,-99.8416,空,空,空,空,多,多,空,空,空,1,0.1340,0,-0.7373,0,-1.1394
HMSTR-USDT,2026-05-19 01:00,摆动点,多,6,0.0001,空,空,多,多,多,多,78.5967,60.5525,0.8471,29.9754,49.8442,46.9897,-0.0000,-0.0000,-0.0000,0.6061,0.2219,0.1490,54.6689,-75.6117,-99.8416,空,空,空,N/A,多,多,多,空,空,1,0.9479,1,0.8802,1,0.5416
HMSTR-USDT,2026-05-19 02:00,摆动点,多,6,0.0001,空,空,多,多,多,多,80.9071,60.5525,0.8471,28.8055,49.8442,46.9897,-0.0000,-0.0000,-0.0000,0.6798,0.2219,0.1490,74.6667,-75.6117,-99.8416,空,空,空,N/A,多,多,多,空,空,1,1.0128,0,-1.0128,0,-0.1350
HMSTR-USDT,2026-05-19 03:00,摆动点,多,6,0.0001,空,空,多,多,多,多,71.9871,60.5525,0.8471,27.7186,49.8442,46.9897,-0.0000,-0.0000,-0.0000,0.5912,0.2219,0.1490,55.8889,-75.6117,-99.8416,空,空,空,N/A,多,多,多,空,空,1,1.7603,0,-0.6093,1,0.2031
HMSTR-USDT,2026-05-19 04:00,摆动点,多,6,0.0001,空,空,多,多,多,多,91.5806,87.3647,0.8471,25.9037,49.6422,46.9897,-0.0000,-0.0000,-0.0000,0.8726,0.3971,0.1490,105.0242,-43.6184,-99.8416,空,空,空,空,N/A,多,空,空,空,1,0.0669,0,-0.7363,0,-0.5355
HMSTR-USDT,2026-05-19 05:00,摆动点,多,6,0.0001,空,空,多,多,多,多,90.7650,87.3647,0.8471,24.2186,49.6422,46.9897,-0.0000,-0.0000,-0.0000,0.7866,0.3971,0.1490,93.6937,-43.6184,-99.8416,空,空,空,空,N/A,多,多,空,空,0,-0.0671,0,-1.2072,1,0.0671
HMSTR-USDT,2026-05-19 06:00,摆动点,多,6,0.0001,空,空,多,多,多,多,98.9119,87.3647,0.8471,22.5037,49.6422,46.9897,-0.0000,-0.0000,-0.0000,0.8426,0.3971,0.1490,106.7911,-43.6184,-99.8416,空,空,空,空,N/A,多,空,空,空,0,-1.2701,0,-1.5374,0,-0.5348
HMSTR-USDT,2026-05-19 07:00,摆动点,多,6,0.0002,多,空,多,多,多,多,98.9119,87.3647,0.8471,21.3952,49.6422,46.9897,0.0000,-0.0000,-0.0000,0.9117,0.3971,0.1490,132.9936,-43.6184,-99.8416,多,空,空,空,N/A,多,空,空,空,0,-2.2621,0,-2.3952,0,-1.1311
HMSTR-USDT,2026-05-19 08:00,摆动点,多,6,0.0001,多,空,多,多,多,多,80.0217,64.9716,0.8471,20.5791,49.6286,46.9897,0.0000,-0.0000,-0.0000,0.7672,0.1946,0.1490,113.7839,-62.0644,-99.8416,多,空,空,空,多,多,空,空,空,0,-0.9365,0,-1.1371,0,-1.0033
HMSTR-USDT,2026-05-19 09:00,摆动点,多,6,0.0001,空,空,多,多,多,多,62.8967,64.9716,0.8471,19.4196,49.6286,46.9897,0.0000,-0.0000,-0.0000,0.6662,0.1946,0.1490,50.1246,-62.0644,-99.8416,多,空,空,N/A,多,多,多,空,空,0,0.0000,0,-0.4698,0,-0.2013
HMSTR-USDT,2026-05-19 10:00,摆动点,多,6,0.0001,空,空,多,多,多,多,20.3116,64.9716,0.8471,19.1260,49.6286,46.9897,-0.0000,-0.0000,-0.0000,0.4238,0.1946,0.1490,-15.6652,-62.0644,-99.8416,空,空,空,N/A,多,多,空,空,空,0,-0.7448,0,-0.6770,1,0.4739
HMSTR-USDT,2026-05-19 11:00,摆动点,多,7,0.0001,空,空,多,多,多,多,8.6395,64.9716,0.8471,18.9754,49.6286,46.9897,-0.0000,-0.0000,-0.0000,0.2652,0.1946,0.1490,-67.6069,-62.0644,-99.8416,空,空,空,多,多,多,空,空,空,0,-0.0681,1,0.4084,1,0.3404
HMSTR-USDT,2026-05-19 12:00,摆动点,多,6,0.0001,空,空,多,多,多,多,25.8853,64.3053,0.8471,18.4878,49.7032,46.9897,-0.0000,-0.0000,-0.0000,0.4652,0.2180,0.1490,-39.9610,-70.4389,-99.8416,空,空,空,N/A,多,多,空,空,空,1,0.1350,0,-0.4051,1,0.3376
HMSTR-USDT,2026-05-19 13:00,摆动点,多,6,0.0001,空,空,多,多,多,多,50.0694,64.3053,0.8471,17.3014,49.7032,46.9897,-0.0000,-0.0000,-0.0000,0.6301,0.2180,0.1490,32.1318,-70.4389,-99.8416,空,空,空,N/A,多,多,多,空,空,0,-1.1409,0,-0.3356,0,-1.0067
HMSTR-USDT,2026-05-19 14:00,摆动点,多,7,0.0001,空,空,多,多,多,多,18.7746,64.3053,0.8471,17.2452,49.7032,46.9897,-0.0000,-0.0000,-0.0000,0.0170,0.2180,0.1490,-112.9502,-70.4389,-99.8416,空,空,空,多,多,多,多,空,空,1,0.4775,1,0.8868,1,1.8417
HMSTR-USDT,2026-05-19 15:00,摆动点,多,7,0.0001,空,空,多,多,多,多,16.7705,64.3053,0.8471,17.3673,49.7032,46.9897,-0.0000,-0.0000,-0.0000,0.1142,0.2180,0.1490,-135.8801,-70.4389,-99.8416,空,空,空,多,多,多,多,空,空,0,-0.0681,1,0.8174,1,1.9074
HMSTR-USDT,2026-05-19 16:00,摆动点,多,6,0.0001,空,空,多,多,多,多,36.5817,56.3058,5.1049,16.8993,49.7725,44.6317,-0.0000,-0.0000,-0.0000,0.4582,0.2388,0.2086,-62.0263,-67.0017,-90.8337,空,空,空,N/A,多,多,空,空,空,0,-0.3372,1,0.2023,1,0.8766
HMSTR-USDT,2026-05-19 17:00,摆动点,多,6,0.0001,空,空,多,多,多,多,27.5399,56.3058,5.1049,16.4646,49.7725,44.6317,-0.0000,-0.0000,-0.0000,0.2326,0.2388,0.2086,-77.7293,-67.0017,-90.8337,空,空,空,多,多,多,空,空,空,1,0.6789,1,1.2899,1,1.9688
HMSTR-USDT,2026-05-19 18:00,摆动点,多,6,0.0001,空,空,多,多,多,多,30.5217,56.3058,5.1049,16.2023,49.7725,44.6317,-0.0000,-0.0000,-0.0000,0.2574,0.2388,0.2086,-78.3891,-67.0017,-90.8337,空,空,空,多,多,多,空,空,空,0,-0.4073,1,1.0183,1,1.6293
HMSTR-USDT,2026-05-19 19:00,摆动点,多,7,0.0001,空,空,多,多,多,多,15.4311,56.3058,5.1049,16.1039,49.7725,44.6317,-0.0000,-0.0000,-0.0000,0.1502,0.2388,0.2086,-95.7831,-67.0017,-90.8337,空,空,空,多,多,多,空,空,空,1,0.5453,1,1.2952,1,2.6585
HMSTR-USDT,2026-05-19 20:00,摆动点,多,6,0.0001,空,空,多,多,多,多,36.1480,68.7608,5.1049,16.0126,49.8951,44.6317,-0.0000,-0.0000,-0.0000,0.4188,0.3138,0.2086,-37.2714,-59.0647,-90.8337,空,空,空,N/A,N/A,多,空,空,空,0,-0.2030,1,0.1353,1,2.0298
HMSTR-USDT,2026-05-19 21:00,摆动点,多,6,0.0001,空,空,多,多,多,多,63.2417,68.7608,5.1049,15.4082,49.8951,44.6317,-0.0000,-0.0000,-0.0000,0.5296,0.3138,0.2086,6.3762,-59.0647,-90.8337,空,空,空,N/A,N/A,多,多,空,空,1,0.1349,1,0.2697,1,1.6183
HMSTR-USDT,2026-05-19 22:00,摆动点,多,6,0.0001,空,空,多,多,多,多,35.9649,68.7608,5.1049,16.1492,49.8951,44.6317,-0.0000,-0.0000,-0.0000,0.1822,0.3138,0.2086,-109.9178,-59.0647,-90.8337,空,空,空,多,N/A,多,多,空,空,1,0.8180,1,1.1588,1,2.5222
HMSTR-USDT,2026-05-19 23:00,摆动点,多,6,0.0001,空,空,多,多,多,多,57.7024,68.7608,5.1049,16.1518,49.8951,44.6317,-0.0000,-0.0000,-0.0000,0.3660,0.3138,0.2086,-61.9413,-59.0647,-90.8337,空,空,空,N/A,N/A,多,空,空,空,1,0.3390,0,-0.0678,1,2.1695
HMSTR-USDT,2026-05-20 00:00,摆动点,多,6,0.0001,空,空,多,多,多,多,54.3083,79.9162,5.1049,16.1543,49.6973,44.6317,-0.0000,-0.0000,-0.0000,0.3837,0.3671,0.2086,-52.5123,-46.3122,-90.8337,空,空,空,N/A,N/A,多,空,空,空,1,0.7458,1,0.7458,1,3.0508
HMSTR-USDT,2026-05-20 01:00,摆动点,多,6,0.0001,空,空,多,多,多,多,86.8971,79.9162,5.1049,15.4820,49.6973,44.6317,-0.0000,-0.0000,-0.0000,0.6260,0.3671,0.2086,24.1649,-46.3122,-90.8337,空,空,空,N/A,N/A,多,多,空,空,1,0.4714,0,-0.6734,1,1.7508
HMSTR-USDT,2026-05-20 02:00,摆动点,多,6,0.0001,空,空,多,多,多,多,74.6626,79.9162,5.1049,14.5822,49.6973,44.6317,-0.0000,-0.0000,-0.0000,0.5038,0.3671,0.2086,26.4513,-46.3122,-90.8337,空,空,空,N/A,N/A,多,多,空,空,1,0.6085,1,0.9466,1,2.0284
HMSTR-USDT,2026-05-20 03:00,摆动点,多,6,0.0001,空,空,多,多,多,多,79.7284,79.9162,5.1049,13.9221,49.6973,44.6317,-0.0000,-0.0000,-0.0000,0.5707,0.3671,0.2086,28.6489,-46.3122,-90.8337,空,空,空,N/A,N/A,多,多,空,空,1,0.4054,1,1.0811,1,2.0946
HMSTR-USDT,2026-05-20 04:00,摆动点,多,6,0.0001,空,空,多,多,多,多,91.4097,93.6975,5.1049,13.2080,49.1976,44.6317,-0.0000,-0.0000,-0.0000,0.7963,0.4267,0.2086,81.2785,-26.4802,-90.8337,空,空,空,空,N/A,多,多,空,空,0,-0.4038,1,0.6729,1,1.4805
HMSTR-USDT,2026-05-20 05:00,摆动点,多,6,0.0001,多,空,多,多,多,多,96.1062,93.6975,5.1049,12.6675,49.1976,44.6317,0.0000,-0.0000,-0.0000,0.9841,0.4267,0.2086,184.8384,-26.4802,-90.8337,多,空,空,空,N/A,多,空,空,空,0,-0.3351,1,0.6702,1,0.4692
HMSTR-USDT,2026-05-20 06:00,摆动点,多,6,0.0001,多,空,多,多,多,多,87.5630,93.6975,5.1049,11.9574,49.1976,44.6317,0.0000,-0.0000,-0.0000,0.8192,0.4267,0.2086,135.2918,-26.4802,-90.8337,多,空,空,空,N/A,多,空,空,空,0,-0.2688,1,0.6048,1,1.6801
HMSTR-USDT,2026-05-20 07:00,摆动点,多,6,0.0001,多,空,多,多,多,多,78.1397,93.6975,5.1049,11.1912,49.1976,44.6317,0.0000,-0.0000,-0.0000,0.7317,0.4267,0.2086,97.9827,-26.4802,-90.8337,多,空,空,空,N/A,多,多,空,空,0,-0.8075,1,1.3459,1,2.2880
HMSTR-USDT,2026-05-20 08:00,摆动点,多,6,0.0001,空,空,多,多,多,多,54.6744,84.7671,5.1049,10.8311,48.8367,44.6317,0.0000,-0.0000,-0.0000,0.5416,0.3564,0.2086,36.7424,-39.2100,-90.8337,多,空,空,N/A,N/A,多,多,空,空,1,0.4054,1,1.8919,1,2.5000
HMSTR-USDT,2026-05-20 09:00,摆动点,多,6,0.0001,多,空,多,多,多,多,68.8123,84.7671,5.1049,10.0659,48.8367,44.6317,0.0000,-0.0000,-0.0000,0.7773,0.3564,0.2086,80.4995,-39.2100,-90.8337,多,空,空,空,N/A,多,多,空,空,0,-0.8070,1,1.3450,1,1.6140
HMSTR-USDT,2026-05-20 10:00,摆动点,多,6,0.0001,多,空,多,多,多,多,58.7756,84.7671,5.1049,9.3555,48.8367,44.6317,0.0000,-0.0000,-0.0000,0.6595,0.3564,0.2086,55.6047,-39.2100,-90.8337,多,空,空,N/A,N/A,多,多,空,空,1,0.6065,1,1.3477,1,0.8760
HMSTR-USDT,2026-05-20 11:00,摆动点,多,6,0.0001,空,空,多,多,多,多,28.6666,84.7671,5.1049,9.7248,48.8367,44.6317,0.0000,-0.0000,-0.0000,0.2873,0.3564,0.2086,-42.1030,-39.2100,-90.8337,多,空,空,多,N/A,多,空,空,空,1,1.4925,1,2.2388,1,1.8318
HMSTR-USDT,2026-05-20 12:00,摆动点,多,6,0.0001,空,空,多,多,多,多,55.1715,96.7250,5.1049,9.2554,47.8456,44.6317,0.0000,-0.0000,-0.0000,0.7222,0.5715,0.2086,31.1705,0.0000,-90.8337,多,空,空,空,N/A,多,多,多,空,1,0.6729,1,2.2880,1,1.3459
HMSTR-USDT,2026-05-20 13:00,摆动点,多,7,0.0001,空,空,多,多,多,多,19.0368,96.7250,5.1049,8.9239,47.8456,44.6317,-0.0000,-0.0000,-0.0000,0.3155,0.5715,0.2086,-34.8584,0.0000,-90.8337,空,空,空,N/A,N/A,多,空,多,空,1,1.8305,1,2.4407,1,2.1695
HMSTR-USDT,2026-05-20 14:00,摆动点,多,6,0.0001,多,空,多,多,多,多,75.8118,96.7250,5.1049,9.3395,47.8456,44.6317,0.0000,-0.0000,-0.0000,0.9205,0.5715,0.2086,112.4234,0.0000,-90.8337,多,空,空,空,N/A,多,空,多,空,1,0.2679,1,1.0717,1,0.2679
HMSTR-USDT,2026-05-20 15:00,摆动点,多,6,0.0001,多,空,多,多,多,多,84.0969,96.7250,5.1049,9.7253,47.8456,44.6317,0.0000,-0.0000,-0.0000,0.9779,0.5715,0.2086,152.0748,0.0000,-90.8337,多,空,空,空,N/A,多,空,多,空,1,0.6684,1,1.0027,1,0.8021
HMSTR-USDT,2026-05-20 16:00,摆动点,多,6,0.0001,多,空,多,多,多,多,99.1464,96.7250,10.6265,10.7484,45.9183,42.6763,0.0000,-0.0000,-0.0000,0.9166,0.7050,0.2365,177.1094,80.9551,-79.5599,多,空,空,空,空,多,空,多,空,1,0.8021,1,0.8021,1,0.8690
HMSTR-USDT,2026-05-20 17:00,摆动点,多,6,0.0002,多,空,多,多,多,多,100.0000,96.7250,10.6265,12.5118,45.9183,42.6763,0.0000,-0.0000,-0.0000,1.0140,0.7050,0.2365,222.7857,80.9551,-79.5599,多,空,空,空,空,多,空,多,空,1,0.3329,0,-0.1997,1,1.7976
HMSTR-USDT,2026-05-20 18:00,摆动点,多,6,0.0001,多,空,多,多,多,多,84.8227,96.7250,10.6265,13.7739,45.9183,42.6763,0.0000,-0.0000,-0.0000,0.8474,0.7050,0.2365,142.6202,80.9551,-79.5599,多,空,空,空,空,多,空,多,空,1,0.4676,1,1.0688,1,1.5364
HMSTR-USDT,2026-05-20 19:00,摆动点,多,6,0.0002,多,空,多,多,多,多,96.2057,96.7250,10.6265,15.1459,45.9183,42.6763,0.0000,-0.0000,-0.0000,1.0309,0.7050,0.2365,153.8821,80.9551,-79.5599,多,空,空,空,空,多,空,多,空,1,0.0664,1,0.9296,1,1.5936
HMSTR-USDT,2026-05-20 20:00,摆动点,多,6,0.0002,多,空,多,多,多,多,96.2057,100.0000,10.6265,16.4203,44.1287,42.6763,0.0000,-0.0000,-0.0000,1.0061,0.7792,0.2365,146.8474,117.4863,-79.5599,多,空,空,空,空,多,空,空,空,1,0.7958,1,0.5968,1,1.1273
HMSTR-USDT,2026-05-20 21:00,摆动点,多,6,0.0002,多,空,多,多,多,多,96.9731,100.0000,10.6265,18.0106,44.1287,42.6763,0.0000,-0.0000,-0.0000,0.9177,0.7792,0.2365,152.1164,117.4863,-79.5599,多,空,空,空,空,多,空,空,空,1,0.2654,1,0.2654,1,1.1281
HMSTR-USDT,2026-05-20 22:00,摆动点,多,6,0.0002,多,空,多,多,多,多,86.8779,100.0000,10.6265,18.0622,44.1287,42.6763,0.0000,-0.0000,-0.0000,0.8098,0.7792,0.2365,78.5145,117.4863,-79.5599,多,空,空,空,空,多,多,空,空,1,0.3324,0,-0.4654,1,1.1303
HMSTR-USDT,2026-05-20 23:00,摆动点,多,6,0.0002,多,空,多,多,多,多,90.6193,100.0000,10.6265,18.4197,44.1287,42.6763,0.0000,-0.0000,-0.0000,0.8437,0.7792,0.2365,96.4454,117.4863,-79.5599,多,空,空,空,空,多,多,空,空,1,0.2654,0,-0.3981,1,0.9290
HMSTR-USDT,2026-05-21 00:00,摆动点,多,6,0.0002,多,空,多,多,多,多,95.5255,100.0000,10.6265,19.9296,41.7350,42.6763,0.0000,-0.0000,-0.0000,1.0402,0.9794,0.2365,163.0129,211.9893,-79.5599,多,空,空,空,空,多,空,空,空,0,-0.7895,0,-0.9211,0,-0.7895
HMSTR-USDT,2026-05-21 01:00,摆动点,多,6,0.0002,多,空,多,多,多,多,75.8531,100.0000,10.6265,21.3319,41.7350,42.6763,0.0000,-0.0000,-0.0000,0.8164,0.9794,0.2365,112.6365,211.9893,-79.5599,多,空,空,空,空,多,空,空,空,0,-0.7942,0,-0.2647,1,0.3309
HMSTR-USDT,2026-05-21 02:00,摆动点,多,6,0.0002,多,空,多,多,多,多,66.7331,100.0000,10.6265,22.2573,41.7350,42.6763,0.0000,-0.0000,-0.0000,0.7503,0.9794,0.2365,93.5778,211.9893,-79.5599,多,空,空,空,空,多,多,空,空,1,0.2651,0,-0.7952,1,0.7952
HMSTR-USDT,2026-05-21 03:00,摆动点,多,6,0.0002,多,空,多,多,多,多,44.2381,100.0000,10.6265,22.9883,41.7350,42.6763,0.0000,-0.0000,-0.0000,0.7621,0.9794,0.2365,77.9919,211.9893,-79.5599,多,空,空,空,空,多,多,空,空,1,0.5956,0,-0.1985,1,0.5956
